row__PRDLST_REPORT_NO,row__PRDLST_NM,row__BAR_CD,row__PRDLST_DCNM,row__BSSH_NM,row__INDUTY_NM
200601473961,참기름,8809077743054,참기름,주식회사 굿앤푸드,식품제조가공업
200601473961,참기름,8809077743054,참기름,주식회사다산식품,식품제조가공업
19830308010129,몽쉘블루베리케이크,8801062266074,초콜릿가공품,롯데웰푸드 주식회사,식품제조가공업
1986058904355,맥심웰빙1/2칼로리아라비카100커피믹스,8801037042030,커피,동서식품(주),식품제조가공업
200905180984,이레빛토종흰민들레생녹즙,8809300920047,액상차,(유) 농업회사법인 이레빛농장,식품제조가공업
198803110023,천하장군,8801066100510,어묵,(주)사조대림,식품제조가공업
197303320017,종합찹쌀한과,8805998886351,과자,명승제과,식품제조가공업
201101817641,한끼주먹밥 베이컨김치,8809350910012,즉석조리식품,스시앤주먹밥,식품제조가공업
1991014403848,다시다쇠고기,8801007240619,복합조미식품,씨제이제일제당주식회사,식품제조가공업
201301934231,반건조호박군고구마,8809404990007,서류가공품,자연푸드,식품제조가공업
200203701643,들깨가루,8809017698666,기타가공품,(주)대양식품,식품제조가공업
201206230561,감로죽염,8809363910030,태움.용융소금,(주)코리아솔트,식품제조가공업
198406070281,한성해물경단,8801074603768,기타 수산물가공품,한성기업(주),식품제조가공업
20080360284562,우리가족은 나의 가장 큰 행운이야,8809295001257,빵류,홈플러스 주식회사,식품제조가공업
2010033880017,키위토핑,8809352750043,당류가공품,조은명가,식품제조가공업
2003033204771,송편(쑥),8809417230657,떡류,(주)찰떡궁합,식품제조가공업
19970310098121,프로폴리스캔디,8801649002019,캔디류,한양제과주식회사,식품제조가공업
19970310098121,프로폴리스캔디,8801649002019,캔디류,한양제과주식회사,식품제조가공업
19980449002125,썬키스트후레쉬100오렌지,8801105907711,농축과.채즙(또는 과.채분),해태에이치티비주식회사,식품제조가공업
1990046110332,찹쌀미수가루,8802060000059,곡류가공품,(주)우리승진식품,식품제조가공업
201305160288,깻잎김치,8809423380179,김치,옥과맛있는김치 영농조합법인,식품제조가공업
200104390987,속리산 삼파수,8809237918827,혼합음료,주식회사 사랑과 사람들(제2공장),식품제조가공업
2011044800411,덕궁합 오리 훈제바베큐,8809230651134,햄,농업회사법인 (주)올참,축산물가공업-식육가공업
19980257052232,오이지무침,8801253128044,절임식품,주식회사 일미농수산,식품제조가공업
20040242655210,글러브빵,8809135550211,빵류,(주)에스델리,식품제조가공업
197503700031,홍삼벌꿀,8801579110310,혼합음료,주식회사 원식품,식품제조가공업
2012049403525,키틴콜라겐플러스,8809364340096,기타가공품,(주)한풍네이처팜 제2공장,식품제조가공업
2005030801615,면쿡,8809150181667,면류첨가알칼리제,(주)푸드코리아,식품첨가물제조업
19880311002203,크라비아,8801066511088,어묵,(주)사조대림,식품제조가공업
1995061107327,알로에가족,8803636112114,혼합음료,동밀양농협가공사업소,식품제조가공업
2006025702656,우리밀백밀가루,8809020501304,밀가루,(주)에스피씨삼립 세종공장,식품제조가공업
2003044518129,다농원누룽지둥굴레차,8809212550219,침출차,(주)다농원,식품제조가공업
1998044902342,생강한차,8801517360029,고형차,주식회사고려인삼제품공사,식품제조가공업
1996037815863,토하젓,8809387000434,양념젓갈,참맛촌,식품제조가공업
1995061107365,해담드리복숭아플러스제주망고,8803636112381,과.채음료,동밀양농협가공사업소,식품제조가공업
2006037900416,삼성홈플러스 유기농우유,8809194161106,우유,범산목장,축산물가공업-유가공업
1998048782570,하림매운닭불구이,8801492351043,포장육,(주)하림,식육포장처리업
199704332659,모듬다시마튀각,8809035481011,기타 수산물가공품,중원식품,식품제조가공업
20040445268168,블루베리비타 PLUS,8809001235051,캔디류,(주)아오스,식품제조가공업
201103751586,성문도라지배즙,8809364120087,과.채주스,성문농장 농업회사법인 유한회사,식품제조가공업
199502270507,동원정성껏빚은정식혜,8801047281337,혼합음료,(주)동원F&B,식품제조가공업
201201633943,햇빛국산다진마늘,8809376100060,향신료조제품,햇빛식품,식품제조가공업
1983048705152,미니핫브레이크,8801117428501,초콜릿가공품,(주)오리온 제3익산공장,식품제조가공업
2005037518623,고구마루 말랭이,8809265000181,서류가공품,농업회사법인 팜드림 주식회사,식품제조가공업
198306070011,햄버거식빵,8809245729002,빵류,(주)엠제이푸드,식품제조가공업
20090139283103,모닝빵,8809287068855,빵류,참브레드(주),식품제조가공업
200906211304,청와토종오가피,8809344792419,액상차,청와식품,식품제조가공업
201104930725,커포션 아메리카노 스위트,8809351440211,커피,코엔에프(유),식품제조가공업
1986043900318,굿셀 미네랄 1,8809052263041,혼합음료,유디아미네랄,식품제조가공업
196304640018,해찬들양조간장,8801007053486,양조간장,씨제이제일제당(주),식품제조가공업
19960242067124,점점,8801062241453,과자,롯데웰푸드(주),식품제조가공업
1979025701615,임페리얼 분유 XO 1(생산중단),8801069222516,영아용 조제유,남양유업 주식회사 세종공장,축산물가공업-유가공업
1995034702456,청국장가루,8804758600268,청국장,주식회사 상촌식품,식품제조가공업
2000060707774,해든식초,8809155586023,발효식초,(주)합천식품,식품제조가공업
201104844856,쌀보리스낵,8809375011022,과자,(유)새만금웰빙명가,식품제조가공업
197102750031784,맛있는머핀파티,8801016352037,빵류,(주)샤니,식품제조가공업
19910461077201,뷰티 클레오파트라,8804433100076,초콜릿가공품,(주)삼아인터내셔날,식품제조가공업
19980355336172,홍삼34,8809013352920,인삼.홍삼음료,고려인삼과학(주),식품제조가공업
2010027506021,어성초엑기스,8809259350605,기타가공품,(주)청명자연과학,식품제조가공업
2011015415219,산과들자연마을고구마전분,8809085811882,기타가공품,현대종합식품,식품제조가공업
198504490019,삼육아기두유3,8801136501155,성장기용 조제식,삼육식품,식품제조가공업
200705010142,정깊은 죽염된장 예작,8809215331228,한식된장,삼보식품 주식회사,식품제조가공업
201301563721,다우어 더치커피원액,8809423620022,커피,(주)컨트코리아,식품제조가공업
201102217171,자연이구운바나나쌀과자,8809383190115,과자,아이밀,식품제조가공업
201203324262,가온고춧가루(중국산),8809362840567,고춧가루,농업회사법인 가온에프에스주식회사,식품제조가공업
19900262001197,하이포크팜,8801052931333,프레스햄,대상델리하임 주식회사,축산물가공업-식육가공업
19830240007118,고향된장골드,8801389012743,된장,(주)진미식품,식품제조가공업
2009050313411,순살삼치,8809333531050,기타 수산물가공품,에이케이홀딩스(주),식품제조가공업
201205710831,예천어무이들기름,8809379572321,들기름,영농조합법인 참들,식품제조가공업
2012015425010,믹스너트,8809337210050,땅콩 또는 견과류가공품,(주)담채,식품제조가공업
2000038328234,부산어묵목련,8809028891537,어묵,(주)서울식품,식품제조가공업
197002270066,빛고을냉콩물,8809378810028,두류가공품,광산연식품,식품제조가공업
199901149931,고추가루,8809400410073,고춧가루,(주)양일농산,식품제조가공업
201302215753,뜰애담 떡볶이,8809402521012,떡류,(주)중원명가유통,식품제조가공업
1996037815868,웰빙낙지,8809387001929,양념젓갈,참맛촌,식품제조가공업
2005061701274,씨엔연근조림,8809387830277,조림류,(주) 씨엔에프,식품제조가공업
19970368029235,하늘청식혜,8802711188037,음료베이스,세준푸드 농업회사법인 주식회사,식품제조가공업
1998046701068,뽕잎차,8801767100901,침출차,녹차원주식회사,식품제조가공업
200204632481,서해안 편강,8809398890062,과자,서해안생강한과,식품제조가공업
2001037013410,김전병,8809072437019,과자,유진제과,식품제조가공업
201104671698,깍두기,8809416780023,김치,농업회사법인(유)해오름식품,식품제조가공업
19950227050104,동원보성녹차,8801047427049,침출차,(주)동원F&B,식품제조가공업
199805750019,투게더,8801104142021,아이스크림,(주)빙그레김해공장,축산물가공업-유가공업
199601151567,고추가루,8805384001023,고춧가루,한국상사,식품제조가공업
2013050117368,IQF 볶음탕용,8809385942552,포장육,(주)참프레,식육포장처리업
1969023100311,한천맛제리,8809000951129,캔디류,일광제과,식품제조가공업
1982014401021,꾸이꺼이,8807179100836,기타 어육가공품,주식회사 태성물산,식품제조가공업
201305290206,이엠천연발효감식초,8809393170077,발효식초,주식회사 이엠사랑,식품제조가공업
19970445144822,구운카레빵냉동반죽,8809188221335,빵류,씨제이푸드빌주식회사,식품제조가공업
1973034700310,화이트쇼콜라,8801244304013,초콜릿,로얄제과(주),식품제조가공업
19740344001182,퓨즈티 복숭아 원제 제2부,8801094743208,음료베이스,한국 코카콜라 유한회사,식품제조가공업
1993046102259,연세두유 무첨가 두유 오리지널,8801753002363,가공두유,연세대학교 연세유업,식품제조가공업
20000498094148,산동김치찐만두,8809056190817,만두,나래식품주식회사,식품제조가공업
201105411454,깐깐꼬치-오징어바-S2,8809350320156,어묵,(주)영해식품,식품제조가공업
2012044800525,애니볼,8809368830043,분쇄가공육제품,주식회사 와이앤비푸드,축산물가공업-식육가공업
19830308010126,엄마손파이,8801062249770,과자,롯데웰푸드 주식회사,식품제조가공업
19970445144787,(수출)블루베리머핀,8809188221052,빵류,씨제이푸드빌주식회사,식품제조가공업
200305880554,고구마돈까스,8809292970150,분쇄가공육제품,(주)도나고,축산물가공업-식육가공업
1986036000753,찰비빔면,8801043014922,유탕면,(주)농심,식품제조가공업
199503380156465,여자가 찾는 식이섬유 단호박 호빵,8801068075960,빵류,주식회사 에스피씨삼립,식품제조가공업
1994049007241,쌍화,8807412131245,혼합음료,(유)신우S&F,식품제조가공업
2004054909623,낙지삼겹살불고기,8809160223234,식육함유가공품,주식회사청우식품,식품제조가공업
201104020535,인진쑥환프리미엄,8803427801548,기타가공품,주식회사 북설악,식품제조가공업
2011036843722,방귀대장뿡뿡이클래식-가방,8809015890642,캔디류,(주)내츄럴바이오,식품제조가공업
19760262002198,헬로우앙팡,8801115134336,가공유,서울우유협동조합 안산공장,축산물가공업-유가공업
2010008074818,코코베리,8809406370098,과자,더업코리아(the up korea),식품제조가공업
2010008074818,코코베리,8809406370098,과자,더업코리아(the up korea),식품제조가공업
2005056300667,청아띠 참기름,8809019186833,참기름,주식회사 청아띠,식품제조가공업
200902620365,흰여울카레맛돈까스,8809360450263,분쇄가공육제품,흰여울푸드(주),축산물가공업-식육가공업
1998030808033,후레쉬데이(Fresh Day)제주감귤,8806124210620,과.채음료,한미사이언스(주),식품제조가공업
1971027500346,단팥빵,8801016312772,빵류,(주)샤니,식품제조가공업
2004035833929,초화림 마늘종무침,8809356850114,절임식품,(주)초화림,식품제조가공업
201305000033,천만금 함초소금,8809348380346,가공소금,해리농협천일염가공사업소,식품제조가공업
1983048705125,핫브레이크 땅콩카라멜,8801117438500,초콜릿가공품,(주)오리온 제3익산공장,식품제조가공업
1970014400443,흑사탕,8801270000255,캔디류,일광제과,식품제조가공업
1970014400443,흑사탕,8801270000255,캔디류,일광제과,식품제조가공업
2002049413016,생칼국수,8809101162547,생면,(유)강남식품,식품제조가공업
1993061906512,사조 살코기참치,8801075007213,기타 수산물가공품,사조산업(주)고성공장,식품제조가공업
201304030961,황태포,8809406740051,건어포,어업회사법인 고성명태 주식회사,식품제조가공업
2004038372273,롯데랑모카골드커피믹스,8809009157270,커피,(주)낭띠,식품제조가공업
19940311001173,6년근홍삼,8806003012703,인삼.홍삼음료,보령제약(주),식품제조가공업
1996013937936,오삼불고기,8805315010551,즉석섭취식품,엔젤식품,식품제조가공업
19960470037137,화애락 本,8809023002037,인삼.홍삼음료,(주)한국인삼공사,식품제조가공업
199605580641,문경깊은산감식초,8805331199636,발효식초,이젠하우스 1공장,식품제조가공업
2007018820512,초록들 볶은통깨,8809280277162,기타가공품,농업회사법인 주식회사 초록들,식품제조가공업
2005062305618,뚱딴지 연잎밥,8809306630070,즉석조리식품,화신영농조합법인,식품제조가공업
200101570023,구들장돼지불고기,8809021450328,양념육,구들장식품(주),축산물가공업-식육가공업
195505090017,매일춘장,8801791000383,춘장,매일식품주식회사,식품제조가공업
2008026202824,청미원델리로인햄,8809153711229,햄,농업회사법인(주)청미원식품,축산물가공업-식육가공업
2009024023014,42.195 km,8809293065169,탄산음료,(주)비티진,식품제조가공업
2005037200462,당근칩,8809069963439,기타가공품,(주)에이뷰,식품제조가공업
1969060600627,부산어묵,8801689204602,어묵,(주)만구,식품제조가공업
1975044300127,설록 향기로핀 쟈스민,8806403135323,침출차,농업회사법인(주)오설록농장,식품제조가공업
1975044300127,설록 향기로핀 쟈스민,8806403135323,침출차,(주)오설록농장,식품제조가공업
201302621273,족발,8809245290229,양념육,주식회사 정일품,축산물가공업-식육가공업
1978062600147,제주의 아침 요구르트(딸기),8804434003116,발효유,농업회사법인 주식회사 제주우유,축산물가공업-유가공업
1994014402656,바이오유과,8801268001325,캔디류,동아제과,식품제조가공업
2013049803012,고들빼기무침,8809325464816,절임식품,주식회사 생향 임실지점,식품제조가공업
2010015622839,바비조아동충하초미,8809374431050,곡류가공품,주식회사 바비조아,식품제조가공업
1976048700531,초코파이,8801117534219,초콜릿,(주)오리온 제2익산공장,식품제조가공업
199504400024,중앙 율무차,8804342041019,고형차,중앙식품산업사,식품제조가공업
19780614001264,델몬트망고오렌지,8801056013110,과.채음료,롯데칠성음료(주),식품제조가공업
19850433015901,쵸코파운드,8801151007649,빵류,서울식품공업(주),식품제조가공업
201102192248,유기농옹달샘,8809341690008,액상차,발효코리아영농조합법인,식품제조가공업
2000047506916,담채원 열무김치,8809334527236,김치,농업회사법인주식회사담채원,식품제조가공업
198605600298,해태바밤바,8801019503399,빙과,해태제과식품(주),식품제조가공업
198605600298,해태바밤바,8801019503399,빙과,해태제과식품(주),식품제조가공업
1995061107323,맑은매실,8803636101040,과.채음료,동밀양농협가공사업소,식품제조가공업
2004032003230,보리차,8805017250132,곡류가공품,(주)뚜레반,식품제조가공업
199505690312,소표칼국수,8801277031115,건면,대양제면,식품제조가공업
19690086003675,애니타임,8801062332052,캔디류,롯데웰푸드(주),식품제조가공업
201302621004,오향족발,8809344630155,양념육,(주)토자연,축산물가공업-식육가공업
19780370005162,천마도라지마죽,8809107550072,기타가공품,영진식품,식품제조가공업
1998046701031,새엽차,8801767810206,침출차,녹차원주식회사,식품제조가공업
2000044104386,맘마밀 보글보글 브로콜리&닭가슴살 영양쌀죽,8801121755945,기타 영.유아식,매일유업(주)영동공장,식품제조가공업
1992037219051,쇠고기 볶음고추장,8801558701164,혼합장,주식회사 움트리,식품제조가공업
200702211284,고기순대,8809392340013,즉석조리식품,주식회사빛고을푸드,식품제조가공업
19850499011158,진고추장,8801052435817,고추장,대상(주),식품제조가공업
2000047506920,김칫속,8809334529407,김칫속,농업회사법인주식회사담채원,식품제조가공업
201304930763,기웅찬자연이준건국수,8809398680007,건면,더웰영농조합법인,식품제조가공업
1969060600621,잡채속어묵,8801689206019,어묵,(주)만구,식품제조가공업
1998044900216,과일촌 오렌지100,8801105907339,농축과.채즙(또는 과.채분),해태에이치티비주식회사,식품제조가공업
19970368029217,마더럽,8802711201255,혼합음료,세준푸드 농업회사법인 주식회사,식품제조가공업
2010036234851,오디소금,8809161136861,가공소금,자연과나,식품제조가공업
20060188160152,조랭이,8809180370246,떡류,(주)궁전방,식품제조가공업
200803802396,후디스하이키드쵸코,8801157117311,영.유아용 이유식,일동후디스(주),식품제조가공업
199306060767,부산어묵특천,8802249004403,어묵,(주)남부식품,식품제조가공업
201104440504,Choice L 한우볶음고추장,8801389331011,혼합장,(주)진미식품,식품제조가공업
2005036804621,가을햇살고춧가루,8809275070150,고춧가루,고려농산,식품제조가공업
1983048705145,도레미,8801117408800,밀크초콜릿,(주)오리온 제3익산공장,식품제조가공업
200805951419,멍게 젓갈,8809295180068,양념젓갈,경해식품미더덕영어조합법인,식품제조가공업
200704332472,추억의건빵,8804782004247,과자,영양제과(주),식품제조가공업
19920364132228,삼성동충하초골드,8802774001069,혼합음료,에이치엘비제약향남공장,식품제조가공업
2002049901254,성가정맛김치,8809215440203,김치,성가정종합식품 (주),식품제조가공업
20020464088151,수라상에 올리던 약고추장,8801007303819,기타장류,씨제이제일제당(주),식품제조가공업
1999046704730,하루두잔홍삼밸런스,8809203072010,인삼.홍삼음료,(주)휴온스푸디언스금산2공장,식품제조가공업
1974034400132,하이-C오렌지 원제 제1부,8801094505004,탄산음료,한국 코카콜라 유한회사,식품제조가공업
20090311271251,떠먹는피자하와이안딜라이트 행복한맛남,8809331507644,즉석조리식품,(주)아워홈,식품제조가공업
1998036200221,계피가루,8808211014012,천연향신료,소연식품(주),식품제조가공업
197806140093,LOTTE 초코파이,8801062634163,초콜릿가공품,롯데웰푸드(주),식품제조가공업
2000018900258,원프리미엄육포,8809044941087,건조저장육류,(주)항진축산,축산물가공업-식육가공업
2006018816012,떡?이,8809180370185,떡류,(주)궁전방,식품제조가공업
20000461258126,한남동충하초,8809122240774,혼합음료,한남메디팜(주),식품제조가공업
199600803598,튀김가루,8801007150369,기타가공품,씨제이제일제당(주),식품제조가공업
1998047601596,가마솥밥 요구르트,8806371300129,농후발효유,(주) 푸르밀,축산물가공업-유가공업
1971048700222,왕짱구,8801073226548,과자,삼양식품(주)익산공장,식품제조가공업
1995044311428,생멥쌀가루,8809034751009,곡류가공품,자혜식품(주),식품제조가공업
201206080341,빨간빛깔 고춧가루(국내산100%),8809412540041,고춧가루,선농,식품제조가공업
200306072151,안동 산마죽,8809039183003,즉석조리식품,찬슬,식품제조가공업
2002051213319,팔도강산맛김,8809060472039,조미김,해송식품 주식회사 어업회사법인,식품제조가공업
1996037815885,콩조림,8809387003626,조림류,참맛촌,식품제조가공업
19690086003265,에센스 망고,8801062216178,추잉껌,롯데웰푸드(주),식품제조가공업
2005045818396,열두광주리땅콩조림,8809211988846,조림류,식약동원,식품제조가공업
2013036016611,무말랭이무침,8809385390407,절임식품,(주)더안코리아,식품제조가공업
20030294318224,먹는 해양심층수로 담근 맛김치,8803601820266,김치,(주)한성식품,식품제조가공업
1998057122319,아내향기 생강가루,8809011810378,천연향신료,예천군양잠농업협동조합,식품제조가공업
2001051508970,떡국떡,8809104690214,떡류,세아식품,식품제조가공업
19750443001135,설록그린아이스티 라임,8801042543645,고형차,(주)오설록농장,식품제조가공업
19750443001135,설록그린아이스티 라임,8801042543645,고형차,농업회사법인(주)오설록농장,식품제조가공업
19980355336159,고려인삼홍삼진액,8809013355549,인삼.홍삼음료,고려인삼과학(주),식품제조가공업
201200562812,패스트리 햄 치즈 샌드위치,8809364140023,즉석섭취식품,케이엘씨,식품제조가공업
199902425067,립톤 아이스티 믹스 복숭아맛,8801619800768,고형차,(주)스윗티,식품제조가공업
200602882203,하루행복/기문홍차,8809199547004,침출차,(주)비앤에스,식품제조가공업
2009020255323,양념고추,8809423990200,절임식품,믿음식품 주식회사,식품제조가공업
2009020255323,양념고추,8809423990200,절임식품,밥도둑믿음반찬,식품제조가공업
2009020255323,양념고추,8809423990200,절임식품,밥도둑믿음반찬,식품제조가공업
200804872901,3070 가시오가피 양파즙,8809257557792,액상차,(주)삼화웰빙,식품제조가공업
2009044901816,Homeplus 콜롬비아 다크로스트,8804645200663,커피,한국맥널티주식회사,식품제조가공업
20000441108266,호박맛대복,8809310628056,떡류,(주)건영식품,식품제조가공업
20000441108266,호박맛대복,8809310628056,떡류,(주)건영식품,식품제조가공업
19910144038432,산들애서산생강가루,8801007178028,천연향신료,씨제이제일제당주식회사,식품제조가공업
199503380155864,핫소시지빵,8801068074345,빵류,주식회사 에스피씨삼립,식품제조가공업
19900262001197,하이포크팜,8801052725642,프레스햄,대상델리하임 주식회사,축산물가공업-식육가공업
1993044502550,볶은콩가루,8801964710057,두류가공품,초야식품,식품제조가공업
19960458039206,웅진 하늘보리,8801382132554,액상차,웅진식품(주),식품제조가공업
200006210171,솔순엑기스,8809085181244,액상차,전통이레식품,식품제조가공업
19970445144476,블랙파운드,8809188226125,빵류,씨제이푸드빌주식회사,식품제조가공업
19690086003325,석류미인,8801062415991,추잉껌,롯데웰푸드(주),식품제조가공업
19870358015301,본고장즉석칼국수멸치맛,8801085068914,숙면,한일식품(주),식품제조가공업
19800347002339,청정원카레여왕치킨카레,8801052740027,카레(커리),대상(주)기흥공장,식품제조가공업
201301570071,연탄직화고추장불고기,8809370980019,양념육,포만식품,축산물가공업-식육가공업
2002026208256,후랑크소시지,8809369670327,소시지,(주)우와돈,축산물가공업-식육가공업
200704450323,장인다시,8809361170023,소스,(주)선도식품,식품제조가공업
1995020805610,참기름,8801039050613,참기름,(주)사조대림,식품제조가공업
201304450148,오징어야채카네바,8809317190372,어묵,씨제이씨푸드 주식회사,식품제조가공업
20080360284727,"알고싶어, 쉬폰처럼달콤한 당신의마음",8809295008959,빵류,홈플러스 주식회사,식품제조가공업
20110449015109,조율체발포콜라겐,8809377830201,기타가공품,주식회사오투바이오,식품제조가공업
1979025700148,남양임페리얼드림XO 3,8801069219653,성장기용 조제식,남양유업주식회사 세종공장,식품제조가공업
1986035805923,진간장,8801005130073,혼합간장,샘표식품(주) 이천공장,식품제조가공업
1999039508532,우리밀 고구마 도넛,8809161200012,빵류,농업회사법인 밀원본가안흥찐빵 주식회사,식품제조가공업
20050255304243,한우앞다리/암소/1/불고기,8809350681103,포장육,(주)울산 육가공,식육포장처리업
201203643155,하이오메가아마인유,8809356120071,기타식물성유지,라온푸드,식품제조가공업
2007033867616,랑떡(치즈맛),8809240381335,떡류,(주)떡다움,식품제조가공업
2007033867616,랑떡(치즈맛),8809240381335,떡류,(주)떡다움,식품제조가공업
200505701717,매실명가 고추장장아찌,8809050851813,절임식품,(주)송광매원 제2공장,식품제조가공업
19980476002442,용가리치킨카레맛,8801492358776,분쇄가공육제품,(주)하림,축산물가공업-식육가공업
