row__PRDLST_REPORT_NO,row__PRDLST_NM,row__BAR_CD,row__PRDLST_DCNM,row__BSSH_NM,row__INDUTY_NM
2010015622881,케일미,8809374431876,곡류가공품,주식회사 바비조아,식품제조가공업
2002055430610,장삼원홍삼절편,8809346252218,당절임,영농조합법인풍기토종홍삼조합,식품제조가공업
200201890099,치킨너겟,8809220280016,분쇄가공육제품,(주)화인푸드,축산물가공업-식육가공업
198504330151010,스트로베리롤,8801151020983,빵류,서울식품공업(주),식품제조가공업
201103725328,볶음 캐슈넛,8809374420504,땅콩 또는 견과류가공품,(주)산과들에,식품제조가공업
200906171144,아라미 클로렐라,8809297669868,곡류가공품,주식회사 푸드림스,식품제조가공업
197102750032238,프레쉬에그샐러드,8801016356264,빵류,(주)샤니,식품제조가공업
201304730242,두 번 구운 김밥김,8809000348998,기타 수산물가공품,(주)해촌상사,식품제조가공업
200805581211,두루두루좋은오미자청,8809246440401,액상차,(주)두루존,식품제조가공업
197202880022191,오뚜기 옛날 약밥소스,8801045913209,소스,주식회사 오뚜기,식품제조가공업
198005600036,화인쿨 복숭아,8801121105085,유산균음료,매일유업(주)경산공장,식품제조가공업
19760342001297,고시히카리쌀밥,8801043400978,즉석조리식품,(주)농심,식품제조가공업
19910144038428,백설허브맛솔트Seasoning 갈릭,8801007187914,향신료조제품,씨제이제일제당주식회사,식품제조가공업
200902408132,반석두부,8809250790066,두부,산내들푸드,식품제조가공업
2013050117316,I.Q.F 가슴살 S/L,8809385940299,포장육,(주)참프레,식육포장처리업
200302943951,전통초고추장,8809185053144,혼합장,하나식품,식품제조가공업
1998037900140,순살치킨까스,8809159652199,분쇄가공육제품,(주)신화푸드,축산물가공업-식육가공업
1987015700182,푸르밀 떠먹는 비피더스 복숭아,8806371302567,발효유,(주)푸르밀,축산물가공업-유가공업
1985026200452,요플레뷰티클래식,8801104240536,농후발효유,(주)빙그레 광주공장,축산물가공업-유가공업
1998036030729,도드람 등뼈,8803694134073,포장육,(주)도드람푸드,식육포장처리업
201205971592,팥브레드,8809360130042,빵류,그린밀푸드,식품제조가공업
201205971592,팥브레드,8809360130042,빵류,그린밀푸드,식품제조가공업
19850433015474,뻥이요,8801151140124,과자,서울식품공업(주),식품제조가공업
2010061601113,아라원참치발효숙성참치액(조림볶음찜용),8809261080750,소스,(주)아라원,식품제조가공업
2009015226987,딸기잼,8809387302538,잼,(주)옵스,식품제조가공업
201004730576,재래식돌김,8802193285668,조미김,(주)광천원김,식품제조가공업
199704451441024,직영점용우유식빵냉동반죽,8809188220192,빵류,씨제이푸드빌주식회사,식품제조가공업
1992046113167,양반 버섯 해물완자,8801047382447,기타 수산물가공품,(주)동원F&B,식품제조가공업
1963014400292,대묵,8803767028025,어묵,미도식품,식품제조가공업
19870190051500,도톰해물완자,8801007255330,기타 수산물가공품,씨제이제일제당(주),식품제조가공업
198504670015,종합강정,8803047900089,과자,(주)대호한과,식품제조가공업
2000060752861,곶감차,8801825000037,고형차,태평양실업,식품제조가공업
1993046102268,연세두유 고소한 아몬드&잣,8801753002523,가공두유,연세대학교 연세유업,식품제조가공업
196702940012,몽고진간장 송품,8801163671517,혼합간장,몽고장유,식품제조가공업
20070445199118,화끈 쫄깃한 쭈꾸미 삼겹살,8809220379598,즉석조리식품,(주)푸르샨식품,식품제조가공업
2005060786530,매운고추참치김밥,8809185003347,즉석섭취식품,(주)유앤미푸드텍,식품제조가공업
199806270081,선인장꿀차,8802817028107,액상차,제주자연식품,식품제조가공업
2009047601575,치킨안심까스,8809106089092,분쇄가공육제품,농업회사법인 유한회사 민들래,축산물가공업-식육가공업
2000018803149,불갈비스테이크,8809026757521,즉석섭취식품,이백식품,식품제조가공업
2005027506210,깍뚜기,8809219950111,김치,인광식품,식품제조가공업
200404670717,6년근 홍삼복분자액,8809144471101,인삼.홍삼음료,주식회사 성윤에프엔지(F&G),식품제조가공업
200003201555,매실꿀차,8809033180466,액상차,(주)고려인삼뿌리방,식품제조가공업
200003201555,매실꿀차,8809033180466,액상차,(주)고려인삼뿌리방,식품제조가공업
19850433015642,소프트델리,8801151006611,빵류,서울식품공업(주),식품제조가공업
19980372355119,롤리스틱 트위스트 메론향,8809410071035,캔디류,박가당,식품제조가공업
1996024206752,하비스트,8801062145430,과자,롯데웰푸드(주),식품제조가공업
201206062264,참가락생메밀면,8809372240050,생면,(주)다솔면,식품제조가공업
19780614009251,카카오 빼빼로,8801062267736,초콜릿가공품,롯데웰푸드(주),식품제조가공업
1994014402690,생강맛과자,8801268003602,과자,동아제과,식품제조가공업
2007018820579,새송이간장절임,8809357770466,절임식품,농업회사법인 주식회사 초록들,식품제조가공업
2006026207028,M양념돈너비아니,8809209777001,분쇄가공육제품,민들레푸드(주),축산물가공업-식육가공업
2002044801613,와인갈릭구이,8801047384021,분쇄가공육제품,(주)동원F&B,축산물가공업-식육가공업
1994061222615,새우젓,8809324330006,젓갈,봉순이식품,식품제조가공업
200704450879,날치알칼라,8804884851824,기타 수산물가공품,남미SNF(주),식품제조가공업
20040549096164,닭발양념소스,8809160226624,소스,주식회사청우식품,식품제조가공업
2001026200613,달콤한 무뼈불닭발,8809321270398,양념육,(주)정미푸드,축산물가공업-식육가공업
2012054119810,쌀강정,8809382500137,과자,주식회사송죽명과,식품제조가공업
201303471214,이맛이다 오징어 컵밥,8809378110067,즉석조리식품,(주)비컴,식품제조가공업
1987046106899,빅카초,8801111186834,과자,(주)크라운제과 아산공장,식품제조가공업
1994057201216,삼육소이트로피칼퓨전,8801136573091,과.채음료,삼육네이처세븐,식품제조가공업
20000360372104,델몬트오렌지스퀴즈,8801056020590,과.채음료,롯데칠성음료(주),식품제조가공업
19850499011135,청정원햇살담은국간장,8801052732343,한식간장,대상(주),식품제조가공업
200902620363,흰여울양념돈왕구이,8809360450027,양념육,흰여울푸드(주),축산물가공업-식육가공업
200506170881,콩기름(대두유),8801039000069,콩기름(대두유),(주)사조대림 칠서공장,식품제조가공업
201202311001,칼슘강화찹쌀,8809353630016,곡류가공품,준바이오,식품제조가공업
19880589063162,양반흑임자타락죽,8801047161776,즉석조리식품,(주)동원F&B,식품제조가공업
2010055815829,카페리토 루왁블랜드,8809238511096,커피,(주)루왁코리아,식품제조가공업
201203652651,명이절임,8809420680050,절임식품,주식회사대양에프앤비,식품제조가공업
200101610501,오리로스,8807816000130,포장육,최고유통,식육포장처리업
200101610501,오리로스,8807816000130,포장육,주식회사 다은식품,식육포장처리업
201104440502,맛있는 양념쌈장,8801389320114,혼합장,(주)진미식품,식품제조가공업
2000049809463,산동찐만두,8809056190787,만두,나래식품주식회사,식품제조가공업
2011018112472,삼채 분말골드 (삼채야 고맙데이~),8809287660684,고형차,농업법인 주식회사 미산약초농장,식품제조가공업
201101996297,훈제연어,8809354230109,기타 수산물가공품,진승글로벌푸드주식회사,식품제조가공업
19910338087558,양지뜰우동소스,8803775710035,소스,(주)세우,식품제조가공업
200106310514,제주감귤초콜릿,8809064280128,준초콜릿,(주)제주오렌지,식품제조가공업
201304940238,양파쌀과자,8809389100019,과자,농업회사법인 유한회사 자연뜨락,식품제조가공업
2010008074846,블루베리아이스케익,8809406370005,빵류,더업코리아(the up korea),식품제조가공업
2010008074846,블루베리아이스케익,8809406370005,빵류,더업코리아(the up korea),식품제조가공업
200001757651,설이슬차,8804791888883,침출차,한농원,식품제조가공업
19980476015103,식물성유산균 팬(사과&배),8806371300433,농후발효유,(주) 푸르밀,축산물가공업-유가공업
2004037234324,수국세트,8809156332476,과자,(주)대영지에프,식품제조가공업
2005021102121,고려홍삼차,8809020976881,고형차,농업회사법인(주)삼흥,식품제조가공업
2001037025774,흑미영양찰약밥,8809158090053,떡류,주식회사 맛있는세상,식품제조가공업
2005061701279,씨엔 우엉조림,8809387830604,조림류,(주) 씨엔에프,식품제조가공업
201302300065,뼈다귀해장국,8809369130500,식육추출가공품,에코푸드,축산물가공업-식육가공업
2012040209716,하늘내린 맛김치,8809372210060,김치,하늘농산 영농조합법인(하늘내린김치),식품제조가공업
199102540032,멸치액젓,8809417120125,액젓,해진식품,식품제조가공업
2006034704140,티젠둥굴레차,8809071540529,침출차,주식회사 티젠,식품제조가공업
20060445194321,해물치즈면그라탕,8809083702724,숙면,(주)이가자연면,식품제조가공업
1992037219074,매운탕찌개장,8801558110058,소스,주식회사 움트리,식품제조가공업
201303601664,콩조림,8809385390131,조림류,(주)더안코리아,식품제조가공업
20120370179120,쑥바람떡(냉동),8809379361192,떡류,한소담,식품제조가공업
19690086003600,자일리톨 알파 쿨,8801062318858,추잉껌,롯데웰푸드(주),식품제조가공업
2008062410837,미역부각,8809277330030,기타가공품,주식회사 하늘바이오 농업회사법인,식품제조가공업
198302620019,도이치모듬소시지,8801227124546,소시지,(주)사조오양 평택공장,축산물가공업-식육가공업
2009033312436,소보루빵,8809314230163,빵류,(주)다옴베이크,식품제조가공업
2009033312436,소보루빵,8809314230163,빵류,농업회사법인 주식회사 다옴베이크,식품제조가공업
2008036810365,기막힌불닭발,8809288626344,식육함유가공품,(주)푸디노에프앤디,식품제조가공업
1996047003777,봉밀절편홍삼-로얄,8809332393994,당절임,(주)한국인삼공사,식품제조가공업
201304450148,오징어야채카네바,8809317190099,어묵,씨제이씨푸드 주식회사,식품제조가공업
2004031140640,우리쌀핫케익믹스,8806307402484,곡류가공품,티피에프앤비(주),식품제조가공업
2003036465113,아딸쌀떡볶이,8809330850048,떡류,유림식품,식품제조가공업
201204614351,진토배기 락교,8809381450105,절임식품,(주)제이에스글로벌,식품제조가공업
201204614351,진토배기 락교,8809381450105,절임식품,(주)제이에스글로벌,식품제조가공업
19910344021108,미닛메이드 프리미엄 매실 플러스 원제 제1부,8801094442408,혼합제제,한국코카콜라유한회사,식품첨가물제조업
1967023000123,호두골,8809001376020,아이스크림,삼성산업사,축산물가공업-유가공업
2009036856414,베베미 스틱 표고,8809353850155,과자,주식회사 일오삼 남곡점,식품제조가공업
2009036856414,베베미 스틱 표고,8809353850155,과자,(주)하마씨앤티,식품제조가공업
20010493358546,요리하다 김치왕교자,8807617070523,만두,(주)엄지식품,식품제조가공업
1971048700250,쇠고기면,8801073181144,유탕면,삼양식품(주)익산공장,식품제조가공업
1996047003790,정관장 홍삼톤-마일드,8809023009357,인삼.홍삼음료,(주)한국인삼공사,식품제조가공업
2011045800329,햇살마니고춧가루,8809356641057,고춧가루,농가애 주식회사 농업회사법인,식품제조가공업
1978061400998,땅콩빼빼로,8801062632992,초콜릿가공품,롯데웰푸드(주),식품제조가공업
2013052804159,계란말이&김치볶음밥도시락,8809047017925,즉석섭취식품,(주)현대푸드시스템,식품제조가공업
2003044518164,콘푸레이크담은천마차,8809212557720,고형차,(주)다농원,식품제조가공업
2003026203561,한돈주물럭,8809347800173,양념육,농업회사법인 꿀맛나는세상 주식회사,축산물가공업-식육가공업
200506230566,연근가루,8809306632050,기타가공품,화신영농조합법인,식품제조가공업
200006180247,고구마가루A-1,8809398699313,전분가공품,고성산업사,식품제조가공업
1995020805610,참기름,8801039202067,참기름,(주)사조대림,식품제조가공업
1980049800216,요후,8806371300648,유산균음료,(주)푸르밀,식품제조가공업
199105120201,가족단무지,8802712999861,절임식품,가족식품,식품제조가공업
2005061708815,해표카놀라유,8801039205686,채종유(유채유 또는 카놀라유),(주)사조대림 칠서공장,식품제조가공업
2011026203224,맛기픈떡스테이크,8809343350467,분쇄가공육제품,(주)고향미트,축산물가공업-식육가공업
201302215753,뜰애담 떡볶이,8809402521005,떡류,(주)중원명가유통,식품제조가공업
201003603941,국산콩 손두부,8809112992515,두부,삼영식품,식품제조가공업
2008044505657,치킨양념소스(매운맛),8809295300107,소스,(주)예우당에프에스,식품제조가공업
1991035514817,꼬마쌀떡볶이,8803560010098,떡류,(주)송학식품(제1공장),식품제조가공업
2005035810418,해우촌 돌자반 볶음,8802128783115,조미김,(주)해우촌,식품제조가공업
2003046300132,간장소스,8809338178816,소스,한과나라,식품제조가공업
19710275003836,버터롤,8801016213116,빵류,(주)샤니,식품제조가공업
201206260091,진기력,8809373910013,식육추출가공품,목장원바스메영농조합법인,축산물가공업-식육가공업
19840355007170,동의궁중참식,8803493472598,즉석섭취식품,가나다식품산업사,식품제조가공업
19710275003958,흑당설기,8801016312574,빵류,(주)샤니,식품제조가공업
19980262029199,끌레도르 레드카펫 치즈케익콘,8801104174060,아이스크림,(주)빙그레,축산물가공업-유가공업
2002049600460,영양이 그대로 살아있는 가바애,8809212401344,기타가공품,무주덕유산반딧골영농조합법인,식품제조가공업
198402130013,꽈배기 아이스크림,8801019404702,아이스크림,해태아이스크림(주)광주공장,축산물가공업-유가공업
1993061906587,사조고추참치 안심따개,8801075011647,기타 수산물가공품,사조산업(주)고성공장,식품제조가공업
19690086003338,빼빼로,8801062263196,초콜릿가공품,롯데웰푸드(주),식품제조가공업
2003033204732,초코떡(케이크),8809417231166,떡류,(주)찰떡궁합,식품제조가공업
1969008601643,까마쿤,8801062417476,아이스밀크,롯데웰푸드(주),축산물가공업-유가공업
2004054909642,폭립스테이크소스,8809160226327,소스,주식회사청우식품,식품제조가공업
1999045915123,신진김치맛김,8809029537045,조미김,신진수산맛김(주),식품제조가공업
1994051307529,청매실캔디골드,8804034851452,캔디류,광양청매실농원,식품제조가공업
2009033913813,에스프레소 쿠키,8809381200069,과자,주식회사 브레젤르,식품제조가공업
2009033913813,에스프레소 쿠키,8809381200069,과자,브레젤르,식품제조가공업
2011036047217,호두아몬드율무차,8801767631795,액상차,녹차원(주),식품제조가공업
200600948862,녹차숙성왕구이(돼지),8809395360001,양념육,관악소상공인축산협동조합(우가유통),축산물가공업-식육가공업
1998025705221,깐마늘,8801253121816,절임식품,주식회사 일미농수산,식품제조가공업
19960458039206,웅진 하늘보리,8801382131212,액상차,웅진식품(주),식품제조가공업
1993060609475,다움김치생식,8809109991125,기타가공품,(주)다움,식품제조가공업
200106240874,녹차식혜메이킹,8801394100039,기타가공품,(주)두레방식품,식품제조가공업
1980053805377,홍삼골드,8801303881301,인삼.홍삼음료,(주)창성,식품제조가공업
1983048705186,핫브레이크 3pack,8801117449902,초콜릿가공품,(주)오리온 제3익산공장,식품제조가공업
1998047600287,치킨포탬,8801492670021,프레스햄,(주)하림,축산물가공업-식육가공업
1983036001628,통곡물오곡,8801083281520,시리얼류,농심켈로그주식회사,식품제조가공업
2011037901021,순수 꼬기요 양념 닭갈비,8809359530136,양념육,주식회사 순수,축산물가공업-식육가공업
198604840096,그린스위트,8801052150024,혼합제제,대상주식회사 군산공장,식품첨가물제조업
1995036206637,옥수수전분맛,8803612204222,전분가공품,전원식품,식품제조가공업
2011037506519,화효(미)삼분말,8809324260075,기타가공품,천삼정영농조합법인,식품제조가공업
2012004265313,가리비젓,8809396080328,젓갈,선경푸드,식품제조가공업
201304785861,박숙희수제영양바,8809422660036,과자,박숙희수제영양바공방,식품제조가공업
2007053832824,상황버섯수(목질진흙 상황버섯),8809414730082,액상차,(주)성수한방바이오,식품제조가공업
200805180892,햇고을매운맛고춧가루,8809388650171,고춧가루,하나영농조합법인,식품제조가공업
19690086003716,가나블랙,8801062634477,초콜릿,롯데웰푸드(주),식품제조가공업
2012037709721,정민옥 울릉도명이 장아찌,8809372500192,절임식품,이일유 발효여행,식품제조가공업
1995044311912,양반맛김치,8801047590170,김치,(주)동원F&B,식품제조가공업
20010362035134,팥찐빵,8809052990015,빵류,해올림(주),식품제조가공업
2012026207224,살코기비엔나,8809406030039,소시지,농업회사법인 킹스테이블(주),축산물가공업-식육가공업
200905290392,갯마을 재래구이김,8809045790134,조미김,(주)청해진수산,식품제조가공업
2011026203232,고추장LA돼지갈비,8809343350283,양념육,(주)고향미트,축산물가공업-식육가공업
2004044539343,뼈없는 통오리,8809222050501,포장육,(주)모란식품,식육포장처리업
2000062203728,돼지감자환,8809358600168,기타가공품,경남생약농업협동조합,식품제조가공업
2012044504442,바질홀,8809365580101,천연향신료,(주)티알아이,식품제조가공업
1976014400867,양조오복국간장,8801126031501,양조간장,(주)오복식품,식품제조가공업
2006034704198,티젠 우롱차철관음,8809071542424,침출차,주식회사 티젠,식품제조가공업
1998047601599,이마트 우유,8806371302666,우유,(주) 푸르밀,축산물가공업-유가공업
1974043300292,혼합캔디,8809319810285,캔디류,이화제과,식품제조가공업
20120362606115,햄구이도시락,8809369420595,즉석섭취식품,(주)그린키친,식품제조가공업
1993054303833,절임배추,8802127000008,절임식품,서안동농협풍산김치공장,식품제조가공업
2005021102128,키즈홍짱,8809020976768,인삼.홍삼음료,농업회사법인(주)삼흥,식품제조가공업
2002046408870,태양초 찹쌀 고추장,8801007160542,고추장,씨제이제일제당(주),식품제조가공업
1997036827154,최진규의108발효효소,8809380140182,효소식품,주식회사 다원바이오텍,식품제조가공업
2009033312426,모카빵,8809314230088,빵류,(주)다옴베이크,식품제조가공업
2009033312426,모카빵,8809314230088,빵류,농업회사법인 주식회사 다옴베이크,식품제조가공업
200804351692,다섯가지 곡물로 만든 오곡 초코볼,8809261531030,시리얼류,(주)씨알푸드,식품제조가공업
2007030404017,콩칼국수,8809075940257,생면,영일식품,식품제조가공업
2003009448219,계피가루,8805972001244,천연향신료,주식회사 풍전,식품제조가공업
2003009448219,계피가루,8805972001244,천연향신료,풍전식품,식품제조가공업
20090358099108,오이지무침,8809222959439,절임식품,(주)디미방,식품제조가공업
1989044900257,맛있는 두유 GT 달콤한맛,8801069222004,가공두유,남양유업 주식회사 천안공장,식품제조가공업
2008034504518,소고기국밥,8809417320051,즉석조리식품,주식회사 선민식품,식품제조가공업
2008034504518,소고기국밥,8809417320051,즉석조리식품,주식회사 선민식품,식품제조가공업
19710372001138,담터 복숭아홍차,8803284601565,고형차,(주)담터,식품제조가공업
1984044800259,밀큐 커피 우유,8801104220156,가공유,(주)빙그레,축산물가공업-유가공업
201301570302,오븐에 구운 바베큐막창(돼지),8809366354442,양념육,에스티푸드,축산물가공업-식육가공업
1972012500160,참나무 훈제 불고기햄,8801066019683,햄,(주)사조대림,축산물가공업-식육가공업
201104970232,얼큰한 웰미3,8809332680100,즉석조리식품,농업회사법인 삼우리(주),식품제조가공업
201003583431,흑란,8809312965012,알함유가공품,농업회사법인 (주)채담,식품제조가공업
201300694651,좋은날더치커피,8809389310012,커피,성미산좋은날협동조합,식품제조가공업
1996037506682,탈콤한추억(피스타치오맛캔디),8805856101480,캔디류,상일식품(주),식품제조가공업
201002941621,천혜당식염포도당정,8806102988077,당류가공품,천혜당제약(주),식품제조가공업
1973028800637,데미소다 복숭아,8801097268401,탄산음료,동아오츠카(주),식품제조가공업
199503380153300,모찌모찌밀크,8801068150896,빵류,주식회사 에스피씨삼립,식품제조가공업
2002050305423,초록이국산찰순대,8809357880257,즉석조리식품,(주)명가푸드에프앤씨,식품제조가공업
19970443119227,키커롱스틱,8801111186483,초콜릿가공품,(주)크라운제과진천공장,식품제조가공업
201103425118,우일비오효소,8809356520123,효소식품,우일효소,식품제조가공업
201103425118,우일비오효소,8809356520123,효소식품,우일효소,식품제조가공업
201003583165,에티오피아 예가체프,8809310712045,커피,주라꿈터,식품제조가공업
198603580593,샘표3박4일피크닉세트,8801005753449,양조간장,샘표식품(주) 이천공장,식품제조가공업
20000441108373,꼬마김밥,8809310628384,즉석섭취식품,(주)건영식품,식품제조가공업
20000441108373,꼬마김밥,8809310628384,즉석섭취식품,(주)건영식품,식품제조가공업
201306181567,알찬등심돈까스,8809095481259,분쇄가공육제품,윤진푸드,축산물가공업-식육가공업
201300910836,딜라이트 티 컬렉션③,8809400200148,침출차,(주)파프리카인터내셔널,식품제조가공업
2009047601134,아이러브요거트 딸기,8809274510084,농후발효유,풀무원다논주식회사,축산물가공업-유가공업
201202421432,위드몬 겨자소스,8809408451139,소스,위드몬,식품제조가공업
19730443003233,행복한쇼콜라띠에 메론향,8809214401526,식물성크림,(주)삼광식품,식품제조가공업
201005270811,왕눈이황금 찰보리가루,8809000391086,곡류가공품,서영광농업협동조합,식품제조가공업
1984044800262,비타C 메이트,8801104272742,발효유,(주)빙그레,축산물가공업-유가공업
